Coin Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume Change (24h)
356,Elitium,EUM,"$7,721,844",$1.10,"6,998,527",0.14%
357,Hydro,HYDRO,"$7,687,254",$0.000713,"10,783,834,956",0.04%
358,Levolution,LEVL,"$7,685,542",$0.334093,"23,004,206",-0.82%
359,Numeraire,NMR,"$7,567,282",$5.61,"1,349,328",-0.07%
360,REPO,REPO,"$7,549,958",$0.068662,"109,958,607",-0.02%
361,All Sports,SOC,"$7,466,604",$0.004978,"1,499,865,882",1.06%
362,IRISnet,IRIS,"$7,427,821",$0.018397,"403,757,695",0.48%
363,Tokenomy,TEN,"$7,400,065",$0.037000,"200,000,000",0.70%
364,FLO,FLO,"$7,268,278",$0.047707,"152,351,008",-0.03%
365,Neblio,NEBL,"$7,258,476",$0.485438,"14,952,420",0.34%
366,Namecoin,NMC,"$7,244,553",$0.491609,"14,736,400",0.41%
367,Peercoin,PPC,"$7,239,861",$0.281968,"25,676,171",0.18%
368,Nectar,NEC,"$7,246,437",$0.087992,"82,353,022",0.00%
369,Sport and Lei...,SNL,"$7,245,585",$0.010739,"674,670,125",-0.07%
370,Darico Ecosys...,DEC,"$7,227,021",$0.140211,"51,543,807",-1.27%
371,Quantstamp,QSP,"$7,168,693",$0.011613,"617,314,171",-0.02%
372,BidiPass,BDP,"$7,139,003",$0.034327,"207,969,777",0.41%
373,bitCNY,BITCNY,"$7,132,714",$0.140920,"50,615,200",0.29%
374,Blocknet,BLOCK,"$7,121,111",$1.15,"6,192,532",1.40%
375,Everus,EVR,"$7,100,490",$0.015546,"456,727,320",12.52%
376,SALT,SALT,"$7,036,517",$0.087646,"80,283,637",-1.34%
377,Dusk Network,DUSK,"$7,020,842",$0.066198,"106,058,704",3.20%
378,Pundi X NEM,NPXSXEM,"$6,994,483",$0.000182,"38,536,910,541",-0.39%
379,NaPoleonX,NPX,"$6,992,565",$0.287522,"24,320,139",-2.00%
380,Force Protocol,FOR,"$6,987,807",$0.028112,"248,568,151",-1.83%
381,TaaS,TAAS,"$6,964,055",$0.854905,"8,146,001",0.11%
382,Eligma Token,ELI,"$6,955,808",$0.034954,"199,000,515",-0.03%
383,Particl,PART,"$6,925,400",$0.858221,"8,069,480",0.11%
384,Insolar,INS,"$6,925,855",$0.213103,"32,500,000",0.20%
385,IDEX,IDEX,"$6,910,552",$0.015262,"452,789,431",-0.18%
386,Incent,INCNT,"$6,852,727",$0.148919,"46,016,571",-0.20%
387,TrustVerse,TRV,"$6,833,523",$0.029500,"231,644,090",5.53%
388,Humanscape,HUM,"$6,832,323",$0.015175,"450,234,445",-0.13%
389,LockTrip,LOC,"$6,819,167",$0.456066,"14,952,163",0.20%
390,THEKEY,TKY,"$6,796,363",$0.001303,"5,215,024,114",-1.26%
391,SIX,SIX,"$6,771,022",$0.024732,"273,776,596",9.79%
392,TOP,TOP,"$6,754,276",$0.002214,"3,051,173,571",-1.25%
393,Propy,PRO,"$6,554,952",$0.137641,"47,623,486",-2.64%
394,Sense,SENSE,"$6,626,201",$0.013023,"508,816,362",-9.13%
395,Measurable Da...,MDT,"$6,583,609",$0.011806,"557,644,069",1.39%
396,NavCoin,NAV,"$6,579,586",$0.099124,"66,377,495",0.16%
397,LiquidApps,DAPP,"$6,551,775",$0.018145,"361,081,498",-0.37%
398,STPT,STPT,"$6,407,095",$0.009335,"686,372,049",0.07%
399,Monero Classic,XMC,"$6,356,799",$0.368143,"17,267,212",-2.97%
400,Monetha,MTH,"$6,332,923",$0.015738,"402,400,000",-0.33%
401,Cred,LBA,"$6,225,143",$0.010322,"603,080,177",0.05%
402,Contents Prot...,CPT,"$6,216,515",$0.002140,"2,905,198,535",2.07%
403,Metronome,MET,"$6,216,365",$0.647906,"9,594,550",-4.63%
404,Restart Energ...,MWAT,"$6,190,994",$0.013674,"452,750,000",0.27%
405,MovieBloc,MBL,"$6,154,635",$0.001667,"3,691,400,552",-1.38%
406,Invictus Hype...,IHF,"$6,148,084",$0.051575,"119,206,722",0.16%
407,AdEx,ADX,"$6,087,774",$0.083314,"73,070,644",4.70%
408,Poseidon Network,QQQ,"$6,069,065",$0.002863,"2,119,693,878",-1.18%
409,U Network,UUU,"$6,020,201",$0.000602,"10,000,000,000",0.15%
410,Nucleus Vision,NCASH,"$6,001,028",$0.001028,"5,838,523,626",0.94%
411,Wagerr,WGR,"$5,955,364",$0.031829,"187,105,019",0.10%
412,VIBE,VIBE,"$5,948,888",$0.022868,"260,136,427",1.00%
413,TokenClub,TCT,"$5,949,067",$0.012357,"481,425,335",-0.40%
414,Hubii Network,HBT,"$5,948,889",$0.392852,"15,142,834",-0.20%
415,Odyssey,OCN,"$5,913,932",$0.000885,"6,683,622,960",0.58%
416,Amoveo,VEO,"$5,912,094",$88.68,"66,665",0.16%
417,XinFin Network,XDCE,"$5,911,249",$0.001505,"3,927,475,037",0.81%
418,PumaPay,PMA,"$5,839,141",$0.000242,"24,175,631,271",2.79%
419,Bluzelle,BLZ,"$5,818,551",$0.027663,"210,333,654",0.09%
420,#MetaHash,MHC,"$5,780,378",$0.004022,"1,437,354,116",-0.13%
421,Digix Gold Token,DGX,"$5,769,331",$47.68,"121,008",0.01%
422,Aave,LEND,"$5,732,017",$0.005080,"1,128,357,877",-0.89%
423,Red Pulse Pho...,PHX,"$5,718,315",$0.006893,"829,588,687",-0.83%
424,OAX,OAX,"$5,710,778",$0.076012,"75,130,082",0.34%
425,Ethos,ETHOS,"$5,698,286",$0.058371,"97,621,898",-1.01%
426,Genesis Vision,GVT,"$5,691,550",$1.29,"4,426,883",1.55%
427,Morpheus.Network,MRPH,"$5,668,448",$0.172607,"32,840,214",-0.01%
428,CWV Chain,CWV,"$5,654,103",$0.001618,"3,495,105,960",0.14%
429,doc.com Token,MTC,"$5,623,642",$0.007828,"718,369,755",0.07%
430,Dock,DOCK,"$5,607,293",$0.010671,"525,477,675",-0.24%
431,USDQ,USDQ,"$5,508,162",$1.00,"5,504,340",0.03%
432,Noah Coin,NOAH,"$5,496,809",$0.000168,"32,687,957,978",-1.60%
433,Polis,POLIS,"$5,493,480",$0.661948,"8,298,964",0.51%
434,BLOCKv,VEE,"$5,415,865",$0.002035,"2,661,778,006",-0.07%
435,Steem Dollars,SBD,"$5,338,632",$0.712253,"7,495,417",-0.81%
436,LTO Network,LTO,"$5,318,603",$0.028645,"185,673,706",0.41%
437,Artfinity,AT,"$5,277,195",$0.045752,"115,342,277",0.59%
438,Streamit Coin,STREAM,"$5,171,971",$2.23,"2,317,675",-1.41%
439,VeriBlock,VBK,"$5,162,634",$0.009943,"519,207,813",-0.17%
440,DeepBrain Chain,DBC,"$5,146,574",$0.001608,"3,200,000,000",-0.65%
441,Cosmo Coin,COSM,"$5,126,407",$0.007642,"670,780,889",0.76%
442,Viacoin,VIA,"$5,111,910",$0.220760,"23,155,963",-0.22%
443,DigitalNote,XDN,"$5,069,951",$0.000688,"7,372,476,768",7.68%
444,Asch,XAS,"$4,946,741",$0.052988,"93,355,331",-0.25%
445,MenaPay,MPAY,"$5,052,174",$0.055183,"91,552,968",-0.04%
446,Cube,AUTO,"$5,029,702",$0.000742,"6,774,940,000",0.83%
447,SwissBorg,CHSB,"$5,016,852",$0.008713,"575,821,133",0.40%
448,TERA,TERA,"$5,012,779",$0.005934,"844,711,128",0.18%
449,DAO.Casino,BET,"$5,010,716",$0.029956,"167,270,821",-0.11%
450,Bezant,BZNT,"$4,974,096",$0.007273,"683,884,500",-2.96%
451,Viberate,VIB,"$4,959,414",$0.025849,"191,859,794",1.53%
452,Aergo,AERGO,"$4,926,254",$0.047398,"103,934,838",-0.34%
453,NPCoin,NPC,"$4,923,101",$0.067945,"72,457,335",-1.09%
454,Wrapped Bitcoin,WBTC,"$4,897,779",$8574.59,571,-0.24%
455,Moss Coin,MOC,"$4,861,552",$0.015924,"305,299,632",3.41%
456,Cashaa,CAS,"$4,860,343",$0.006422,"756,876,542",3.28%
457,Dropil,DROP,"$4,859,665",$0.000214,"22,747,494,522",-0.76%
458,BOX Token,BOX,"$4,848,227",$0.048670,"99,614,138",0.39%
459,Ambrosus,AMB,"$4,838,608",$0.033464,"144,590,975",0.22%
460,PlayCoin [ERC20],PLY,"$4,818,668",$0.004883,"986,733,534",0.65%
461,OneRoot Network,RNT,"$4,801,431",$0.016902,"284,073,817",-0.30%
462,Krios,KRI,"$4,750,273",$0.027349,"173,689,798",2.20%
463,Rocket Pool,RPL,"$4,739,539",$0.481235,"9,848,692",-0.18%
464,Clams,CLAM,"$4,693,209",$1.23,"3,807,207",-2.58%
465,Melon,MLN,"$4,692,285",$3.75,"1,250,000",2.86%
466,DMarket,DMT,"$4,691,308",$0.082417,"56,921,773",-6.89%
467,SmartMesh,SMT,"$4,685,011",$0.003495,"1,340,519,343",0.32%
468,Pillar,PLR,"$4,677,860",$0.018037,"259,348,201",0.06%
469,WePower,WPR,"$4,656,088",$0.007655,"608,221,473",0.29%
470,Swarm,SWM,"$4,623,866",$0.058787,"78,654,618",-2.64%
471,QLC Chain,QLC,"$4,622,189",$0.019259,"240,000,000",1.23%
472,YOYOW,YOYOW,"$4,571,254",$0.015238,"299,993,500",0.36%
473,Aeron,ARN,"$4,571,935",$0.228734,"19,988,000",3.39%
474,QunQun,QUN,"$4,540,486",$0.006998,"648,803,290",-0.12%
475,BitMart Token,BMX,"$4,539,851",$0.027838,"163,079,358",-0.75%
476,Counterparty,XCP,"$4,534,658",$1.73,"2,615,425",-0.16%
477,Dero,DERO,"$4,503,827",$0.535268,"8,414,159",0.34%
478,Sealchain,SEAL,"$4,487,002",$0.024148,"185,813,492",-0.85%
479,district0x,DNT,"$4,483,738",$0.007473,"600,000,000",-0.21%
480,Travala.com,AVA,"$4,474,006",$0.100986,"44,303,312",0.07%
481,BlackCoin,BLK,"$4,470,295",$0.070901,"63,050,185",0.30%
482,Primas,PST,"$5,443,069",$0.103299,"52,692,565",19.86%
483,Color Platform,CLR,"$4,456,568",$0.037081,"120,184,169",0.19%
484,Bitcore,BTX,"$4,403,366",$0.253544,"17,367,265",0.79%
485,AirSwap,AST,"$4,391,209",$0.029275,"150,000,000",0.96%
486,SmartCash,SMART,"$4,389,296",$0.003104,"1,413,859,298",2.17%
487,Gulden,NLG,"$4,373,240",$0.008791,"497,483,877",-0.42%
488,IntelliShare,INE,"$4,355,163",$0.025131,"173,298,296",0.12%
489,CyberVein,CVT,"$4,349,308",$0.004102,"1,060,404,496",0.91%
490,Stakenet,XSN,"$4,347,874",$0.048928,"88,862,345",0.01%
491,MultiVAC,MTV,"$4,325,347",$0.002315,"1,868,233,332",1.64%
492,SIRIN LABS Token,SRN,"$4,301,610",$0.008746,"491,820,906",-0.94%
493,WhiteCoin,XWC,"$4,087,977",$0.016340,"250,183,629",1.34%
494,SONM,SNM,"$4,221,910",$0.011741,"359,600,000",0.72%
495,SwftCoin,SWFTC,"$4,212,022",$0.001157,"3,639,990,384",0.23%
496,Selfkey,KEY,"$4,198,376",$0.001464,"2,868,184,469",-4.64%
497,ContentBox,BOX,"$4,197,220",$0.004531,"926,259,105",-0.60%
498,Edge,DADI,"$4,188,238",$0.058438,"71,669,585",3.47%
499,Scry.info,DDD,"$4,175,674",$0.009489,"440,057,074",9.30%
500,VideoCoin,VID,"$4,149,735",$0.267362,"15,521,032",1.44%
501,Linkey,LKY,"$4,148,077",$0.082962,"50,000,000",0.00%
502,CryptalDash,CRD,"$4,128,293",$0.004128,"1,000,000,000",0.16%
503,VITE,VITE,"$4,125,554",$0.009937,"415,162,655",0.60%
504,Lympo,LYM,"$4,124,160",$0.004989,"826,672,989",0.08%
505,ZelCash,ZEL,"$4,123,541",$0.052214,"78,974,150",0.10%
506,Credo,CREDO,"$4,110,092",$0.007474,"549,891,703",-0.48%
507,Veil,VEIL,"$4,095,403",$0.084282,"48,591,750",-0.05%
508,Agrello,DLT,"$4,093,467",$0.047610,"85,978,873",0.46%
509,DEX,DEX,"$4,086,212",$0.021333,"191,542,291",-0.57%
510,Chimpion,BNANA,"$4,076,592",$0.128487,"31,727,776",-2.95%
511,Hi Mutual Soc...,HMC,"$4,071,349",$0.010075,"404,100,000",-0.11%
512,POA Network,POA,"$4,070,574",$0.018489,"220,167,621",0.36%
513,ParkinGo,GOT,"$4,051,080",$0.260255,"15,565,793",-0.04%
514,Pepe Cash,PEPECASH,"$4,049,255",$0.005769,"701,884,009",-0.16%
515,Ubiq,UBQ,"$3,985,507",$0.093537,"42,609,099",0.56%
516,VeriDocGlobal,VDG,"$3,982,580",$0.000508,"7,838,354,721",-0.18%
517,Infinitus Token,INF,"$3,977,956",$0.312653,"12,723,225",-0.03%
518,Rublix,RBLX,"$3,946,163",$0.189890,"20,781,284",0.29%
519,GET Protocol,GET,"$3,939,138",$0.345895,"11,388,258",-0.17%
520,Zipper,ZIP,"$3,924,595",$0.000242,"16,199,999,812",0.43%
521,Lendingblock,LND,"$3,888,147",$0.005027,"773,465,072",-0.45%
522,Jibrel Network,JNT,"$3,871,262",$0.022761,"170,080,886",0.82%
523,Etherparty,FUEL,"$3,870,211",$0.003870,"1,000,000,000",0.81%
524,VNT Chain,VNT,"$3,861,219",$0.001479,"2,610,550,067",0.75%
525,BOScoin,BOS,"$3,857,357",$0.005665,"680,897,288",0.44%
526,Pivot Token,PVT,"$3,817,236",$0.000743,"5,135,200,000",0.26%
527,AppCoins,APPC,"$3,796,199",$0.037941,"100,054,312",2.03%
528,Trade Token X,TIOX,"$3,791,756",$0.044309,"85,576,011",1.50%
529,ProChain,PRA,"$3,769,501",$0.076055,"49,562,749",-0.42%
530,StableUSD,USDS,"$3,766,534",$0.999339,"3,769,024",0.18%
531,BlockMason Cr...,BCPT,"$3,764,907",$0.032412,"116,158,667",0.54%
532,Neumark,NEU,"$3,733,045",$0.117843,"31,678,187",0.01%
533,Wings,WINGS,"$3,761,181",$0.039025,"96,379,730",0.33%
534,Snetwork,SNET,"$3,721,834",$0.023353,"159,370,873",-0.04%
535,Pirate Chain,ARRR,"$3,715,385",$0.030102,"123,426,007",-0.69%
536,XYO,XYO,"$3,678,152",$0.000443,"8,295,439,522",-0.25%
537,Litex,LXT," $3,657,738",$0.003810,"959,999,987",-1.04%
538,BitBay,BAY,"$3,654,208",$0.003610,"1,012,146,906",0.11%
539,Aeon,AEON,"$3,653,282",$0.230761,"15,831,459",-2.96%
540,HashBX ,HBX,"$3,648,446",$0.007036,"518,541,022",0.12%
541,Hydro Protocol,HOT,"$3,619,499",$0.005156,"702,000,000",-0.03%
542,Cajutel,CAJ,"$3,603,229",$2.66,"1,352,389",0.16%
543,APIS,APIS,"$3,597,123",$0.000401,"8,962,097,230",-2.11%
544,Futurepia,PIA,"$3,567,279",$0.003976,"897,238,384",-0.20%
545,UNIVERSAL CASH,UCASH,"$3,564,850",$0.000344,"10,351,944,441",-0.18%
546,QuickX Protocol,QCX,"$3,563,085",$0.010175,"350,163,685",0.48%
547,PAC Global,PAC,"$3,560,453",$0.000468,"7,604,803,858",-2.77%
548,Refereum,RFR,"$3,535,135",$0.000863,"4,095,925,698",-0.99%
549,Amino Network,AMIO,"$3,528,294",$0.071022,"49,678,843",-0.42%
550,Bottos,BTO,"$3,512,142",$0.006433,"545,990,153",-0.39%
551,Ternio,TERN,"$3,491,530",$0.010449,"334,161,876",0.10%
552,Axe,AXE,"$3,463,017",$0.696562,"4,971,587",0.96%
553,NIX,NIX,"$3,438,024",$0.079501,"43,245,163",-1.83%
554,Cryptaur,CPT,"$3,429,025",$0.000310,"11,068,727,157",0.17%
555,STACS,STACS,"$3,411,406",$0.006559,"520,137,195",0.19%
556,Sentinel,SENT,"$3,399,728",$0.001700,"1,999,969,999",-0.36%
557,DATA,DTA,"$3,390,956",$0.000347,"9,774,993,344",-0.48%
558,Lykke,LKK,"$3,388,548",$0.010696,"316,809,739",-0.88%
559,Electra,ECA,"$3,381,295",$0.000118,"28,602,063,958",0.11%
560,Own,CHX," $3,361,346",$0.033708,"99,719,012",1.08%
561,Content Neutr...,CNN,"$3,352,916",$0.000086,"39,035,223,816",-1.02%
562,COS,COS,"$3,351,048",$0.019320,"173,453,046",-0.07%
563,Phantasma,SOUL,"$3,342,013",$0.057292,"58,332,939",-0.14%
564,OriginTrail,TRAC,"$3,336,126",$0.011627,"286,928,834",0.14%
565,Endor Protocol,EDR,"$3,335,995",$0.004281,"779,310,543",0.06%
566,Polybius,PLBT,"$3,313,198",$0.834650,"3,969,565",0.14%
567,Emercoin,EMC,"$3,454,654",$0.077525,"44,561,636",2.95%
568,Ondori,RSTR,"$3,248,180",$0.000086,"37,766,847,790",0.17%
569,Credit Tag Chain,CTC,"$3,242,453",$0.054270,"59,746,852",0.17%
570,bitUSD,BITUSD,"$3,216,657",$0.960744,"3,348,090",-0.16%
571,ChainX,PCX,"$3,208,513",$1.63,"1,967,850",3.69%
572,POPCHAIN,PCH,"$3,200,963",$0.003585,"892,799,357",-0.13%
573,Esportbits,HLT,"$3,191,879",$0.159487,"20,013,360",0.18%
574,Kcash,KCASH,"$3,184,028",$0.007147,"445,499,083",0.09%
575,Etheroll,DICE,"$3,174,117",$0.453340,"7,001,623",-0.17%
576,Rotharium,RTH,"$3,172,725",$0.945031,"3,357,270",0.29%
577,Xaurum,XAUR,"$3,167,308",$0.036556,"86,642,674",0.52%
578,indaHash,IDH,"$3,160,384",$0.007902,"399,936,259",0.25%
579,Genaro Network,GNX,"$3,158,003",$0.012359,"255,515,827",-0.59%
580,sUSD,SUSD,"$3,157,498",$0.989536,"3,190,888",0.09%
581,Safex Token,SFT,"$3,154,756",$0.002650,"1,190,329,134",0.00%
582,Chromia,CHR,"$3,149,782",$0.031086,"101,325,427",-0.73%
583,Sentinel Prot...,UPP,"$3,122,466",$0.010040,"310,994,835",-0.54%
584,BOLT,BOLT,"$3,117,616",$0.007556,"412,600,355",1.19%
585,Delphy,DPY,"$3,118,875",$0.050143,"62,199,848",0.25%
586,V-ID,VIDT,"$3,107,428",$0.100889,"30,800,318",-1.47%
587,XTRABYTES,XBY,"$3,104,904",$0.007221,"430,000,000",6.45%
588,Flash,FLASH,"$3,072,996",$0.003414,"900,000,000",-4.21%
589,Penta,PNT,"$3,058,147",$0.000146,"21,014,319,521",-2.32%
590,Global Crypto...,GCC,"$3,050,707",$0.002407,"1,267,482,828",0.11%
591,DAOstack,GEN,"$3,051,959",$0.073906,"41,295,043",-0.14%
592,Proton Token,PTT,"$3,025,801",$0.000367,"8,244,208,271",5.20%
593,Vites,VITES,"$3,021,974",$0.000082,"36,862,804,384",0.00%
594,Change,CAG,"$3,012,771",$0.095119,"31,673,646",0.01%
595,Game.com,GTC,"$3,009,063",$0.003952,"761,444,190",1.66%
596,Machine Xchan...,MXC,"$3,004,663",$0.002240,"1,341,322,125",0.66%
597,Mobius,MOBI,"$2,999,464",$0.005823,"515,082,884",0.05%
598,MediShares,MDS,"$2,972,386",$0.004010,"741,294,311",-0.10%
599,ColossusXT,COLX,"$2,962,999",$0.000257,"11,532,396,288",-3.87%
600,Data Transact...,XD,"$2,927,866",$0.014789,"197,973,985",-0.21%
601,adToken,ADT,"$2,924,676",$0.003683,"794,000,000",24.21%
602,Morpheus Labs,MITX,"$2,915,574",$0.008369,"348,379,945",-1.90%
603,Feathercoin,FTC,"$2,908,724",$0.011470,"253,604,520",0.15%
604,Universa,UTNP,"$2,887,413",$0.001562,"1,848,760,649",0.09%
605,Eterbase Coin,XBASE,"$2,875,612",$0.002928,"981,991,844",1.83%
606,TokenPay,TPAY,"$2,873,917",$0.175634,"16,363,076",0.13%
607,DreamTeam Token,DREAM,"$2,871,305",$0.079460,"36,135,267",0.13%
608,TCASH,TCASH,"$2,866,309",$0.081429,"35,200,000",-0.33%
609,Vexanium,VEX,"$2,859,050",$0.004062,"703,869,976",0.79%
610,VINchain,VIN,"$2,850,595",$0.004831,"590,108,901",1.29%
611,SunContract,SNC,"$2,846,271",$0.023196,"122,707,503",-0.08%
612,Nimiq,NIM,"$2,821,389",$0.000595,"4,741,932,941",-0.95%
613,CPChain,CPC,"$2,819,125",$0.007482,"376,765,852",-1.23%
614,LoyalCoin,LYL,"$2,802,702",$0.000524,"5,353,626,190",-6.77%
615,Caspian,CSP,"$2,801,446",$0.006310,"443,961,105",-0.41%
616,Peerplays,PPY,"$2,797,163",$0.621379,"4,501,541",-0.21%
617,ALQO,XLQ,"$2,793,618",$0.043238,"64,609,841",0.11%
618,Asian Fintech,AFIN,"$2,768,743",$0.011075,"250,000,000",1.14%
619,Primecoin,XPM,"$2,764,891",$0.094467,"29,268,269",-3.80%
620,Global Social...,GSC,"$2,760,364",$0.005026,"549,180,851",-0.08%
621,ZeuxCoin,ZUC,"$2,748,898",$0.014468,"189,999,999",-10.28%
622,Substratum,SUB,"$2,743,491",$0.007163,"383,021,000",1.97%
623,YGGDRASH,YEED,"$2,726,043",$0.000500,"5,447,415,594",-0.36%
624,DeepOnion,ONION,"$2,714,824",$0.168443,"16,117,126",0.33%
625,Sentivate,SNTVT,"$2,679,975",$0.001180,"2,272,049,153",0.02%
626,Observer,OBSR,"$2,648,610",$0.001978,"1,338,928,788",0.04%
627,OneLedger,OLT,"$2,645,426",$0.007466,"354,340,268",0.95%
628,BaaSid,BAAS,"$2,644,488",$0.000602,"4,392,525,852",0.17%
629,Akropolis ,AKRO,"$2,637,692",$0.004930,"535,001,020",0.89%
630,Blue Whale EX...,BWX,"$2,636,480",$0.065464,"40,273,957",-0.11%
631,Fatcoin,FAT,"$2,624,179",$0.019488,"134,655,308",-0.17%
632,Boolberry,BBR,"$2,609,718",$0.197594,"13,207,454",-0.07%
633,ImageCoin,IMG,"$2,600,421",$0.192955,"13,476,793",0.08%
634,Tarush,TAS,"$2,580,183",$0.000430,"6,000,000,000",0.16%
635,Abyss Token,ABYSS,"$2,558,212",$0.011220,"228,010,117",-0.81%
636,Gold Bits Coin,GBC,"$2,558,168",$0.024141,"105,968,611",-0.42%
637,ZumCoin,ZUM,"$2,551,348",$0.002580,"988,819,491",0.16%
638,Ultra,UOS,"$2,547,487",$0.028244,"90,196,320",0.15%
639,eosDAC,EOSDAC,"$2,541,824",$0.003847,"660,755,177",-1.08%
640,MEET.ONE,MEETONE,"$2,533,944",$0.001324,"1,913,271,866",-0.12%
641,BitNewChain,BTN,"$2,532,421",$0.014092,"179,701,795",0.11%
642,Constant,CONST,"$2,527,029",$49.84,"50,706",0.00%
643,OKCash,OK,"$2,517,122",$0.033659,"74,782,067",-1.51%
644,TE-FOOD,TFD,"$2,516,356",$0.004874,"516,267,779",0.05%
645,AMO Coin,AMO,"$2,490,886",$0.000314,"7,925,407,380",0.17%
646,Qitmeer,HLC,"$2,473,178",$0.006358,"389,009,995",-0.21%
647,Metrix Coin,MRX,"$2,466,399",$0.000172,"14,346,072,647",-8.16%
648,Starta,STA,"$2,462,164",$0.492870,"4,995,565",0.00%
649,HoryouToken,HYT,"$2,458,660",$0.002257,"1,089,521,683",0.16%
650,LinkEye,LET,"$2,441,405",$0.004069,"600,000,000",-0.79%
651,Enecuum,ENQ,"$2,432,239",$0.058800,"41,364,394",-0.27%
652,TEMCO,TEMCO,"$2,417,794",$0.000772,"3,133,666,825",1.10%
653,Stealth,XST,"$2,408,781",$0.071949,"33,478,924",0.11%
654,Lunyr,LUN,"$2,391,668",$1.04,"2,297,853",-1.17%
655,KickToken,KICK,"$2,397,006",$0.000427,"5,608,113,103",-0.25%
656,CanonChain,CZR,"$2,393,610",$0.004311,"555,245,486",-1.15%
657,Mindexcoin,MIC,"$2,383,093",$0.003486,"683,595,545",-0.52%
658,LBRY Credits,LBC,"$2,318,747",$0.008473,"273,665,840",1.36%
659,Peculium,PCL,"$2,357,828",$0.001158,"2,036,195,577",-0.51%
660,Quanta Utilit...,QNTU,"$2,357,771",$0.000081,"29,279,582,414",-0.04%
661,PCHAIN,PI,"$2,352,244",$0.005573,"422,058,692",-1.16%
662,Skrumble Network,SKM,"$2,351,629",$0.002302,"1,021,680,996",-3.33%
663,Traceability ...,TAC,"$2,351,020",$0.003522,"667,485,696",-10.53%
664,Unikoin Gold,UKG,"$2,345,481",$0.016137,"145,347,371",0.17%
665,Winding Tree,LIF,"$2,342,145",$0.109539,"21,381,927",-0.18%
666,Maecenas,ART,"$2,342,555",$0.040144,"58,353,900",0.48%
667,IHT Real Esta...,IHT,"$2,324,584",$0.002688,"864,815,672",12.38%
668,Spectrecoin,XSPEC,"$2,322,704",$0.103482,"22,445,451",0.63%
669,MVL,MVL,"$2,318,401",$0.000303,"7,654,276,413",-0.21%
670,Wowbit,WWB,"$2,315,219",$0.008335,"277,777,778",0.03%
671,BitDice,CSNO,"$2,271,032",$0.032443,"70,000,000",0.11%
672,Lition,LIT,"$2,251,228",$0.087655,"25,682,869",-0.65%
673,Quark,QRK,"$2,239,183",$0.008596,"260,488,942",0.15%
674,Origin Sport,ORS,"$2,232,508",$0.007442,"299,999,850",-0.44%
675,Nasdacoin,NSD,"$2,223,893",$0.107425,"20,701,799",-5.65%
676,ATC Coin,ATCC,"$2,221,193",$0.006102,"364,029,072",0.19%
677,PolySwarm,NCT,"$2,221,180",$0.001436,"1,546,457,130",-0.47%
678,Insights Network,INSTAR,"$2,205,034",$0.015196,"145,103,887",0.47%
679,Noku,NOKU,"$2,185,106",$0.091900,"23,777,028",-0.09%
680,Airbloc,ABL,"$2,169,951",$0.008598,"252,376,219",-0.82%
681,BitTube,TUBE,"$2,164,529",$0.010664,"202,979,660",0.07%
682,ECC,ECC,"$2,149,020",$0.000086,"25,000,000,000",0.11%
683,Adshares,ADS,"$2,114,730",$0.060678,"34,851,627",2.24%
684,Edgeless,EDG,"$2,123,110",$0.018139,"117,046,967",-0.29%
685,DaTa eXchange,DTX,"$2,115,659",$0.027489,"76,964,301",-0.01%
686,Smartlands,SLT,"$2,113,696",$0.414377,"5,100,896",-1.93%
687,Insureum,ISR,"$2,105,903",$0.009838,"214,048,583",-0.09%
688,SpankChain,SPANK,"$2,090,894",$0.006969,"300,043,386",-0.09%
689,Moneytoken,IMT,"$2,090,303",$0.000222,"9,430,337,527",0.12%
690,Flowchain,FLC,"$2,077,811",$3.01,"690,073",0.03%
691,Remme,REM,"$2,075,683",$0.003148,"659,315,410",0.42%
692,ATN,ATN,"$2,073,652",$0.024598,"84,302,524",0.17%
693,SDChain,SDA,"$2,057,470",$0.001372,"1,499,999,978",-0.18%
694,NAGA,NGC,"$2,049,838",$0.028571,"71,745,912",0.14%
695,NeoWorld Cash,NASH,"$2,031,233",$0.000099,"20,591,706,795",-2.72%
696,IQeon,IQN,"$2,002,330",$0.541325,"3,698,944",0.97%
697,Loopring [NEO],LRN,"$1,999,984",$0.017605,"113,602,931",0.12%
698,Footballcoin,XFC,"$1,979,334",$0.005283,"374,660,526",-0.23%
699,Cryptocean,CRON,"$1,977,883",$0.305736,"6,469,244",0.02%
700,Diamond,DMD,"$1,972,937",$0.591736,"3,334,151",0.10%
701,Blockium,BOK,"$1,972,049",$0.003055,"645,500,000",0.00%
702,Colu Local Ne...,CLN,"$1,958,834",$0.019270,"101,650,098",0.14%
703,STEM CELL COIN,SCC,"$1,958,797",$0.006109,"320,658,118",-0.01%
704,Ink,INK,"$1,948,173",$0.004199,"463,910,527",0.15%
705,Smartshare,SSP,"$1,947,383",$0.000420,"4,639,918,911",-1.06%
706,Apex,CPX,"$1,941,910",$0.004125,"470,792,327",-0.14%
707,AI Doctor,AIDOC,"$1,926,214",$0.003440,"559,961,939",1.51%
708,HTMLCOIN,HTML,"$1,925,780",$0.000036,"53,067,332,240",-2.32%
709,Primalbase Token,PBT,"$1,917,357",$1533.89,"1,250",0.46%
710,Bloom,BLT,"$1,905,417",$0.035521,"53,642,697",7.66%
